,priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage,OOSLA
0,0,0,4,0.0,89,0,0,13,66,6,6,6,6,173,173,0,0,0,1.8,0.0,0.0,0.0,0.706204534,0.327198386,1
1,1,12,9,30.5,185,48,46,85,21,2,2,2,2,60,60,1,0,0,2.4,0.2,0.066666667,1.066666667,0.086094379,0.052035801,0
2,1,0,5,0.0,369,0,0,0,68,8,2,8,2,272,37,0,0,0,0.2,0.066666667,0.0,0.066666667,0.080514669,0.104976915,0
3,0,7,9,22.28571429,71,0,0,0,79,32,25,32,25,727,569,0,0,0,2.0,0.0,0.0,1.4,0.8011519909999999,0.235612214,1
4,2,7,6,35.0,104,1,1,21,7,4,0,4,0,194,0,0,0,0,0.545454545,0.0,0.0,0.5,0.34632358,0.28408485699999997,0
5,0,0,0,0.0,42,4,4,0,0,113,41,113,41,2710,1041,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
6,1,0,2,0.0,41,0,0,0,0,35,1,35,1,1115,30,0,0,0,0.066666667,0.0,0.0,0.066666667,0.038571656,0.188180447,0
7,1,10,5,20.0,34,0,0,0,0,79,8,79,8,2274,251,0,0,0,1.333333333,0.2,0.2,1.9333333330000002,0.04120478,0.182768643,0
8,0,7,8,22.0,84,1,1,1,0,17,2,17,2,519,45,1,0,9,2.6,0.0,0.0,1.8,0.58818084,0.41220364,0
9,1,31,14,45.54838710000001,168,0,0,0,0,57,7,57,7,1684,209,0,0,3,4.0,0.6,0.2,3.0,0.040686995,0.20631085300000002,1
10,2,3,6,44.33333333,29,0,0,0,0,6,0,6,0,159,0,0,0,10,0.636363636,0.13636363599999998,0.0,0.13636363599999998,0.253165066,0.327198386,0
11,1,0,3,0.0,105,0,0,0,0,12,3,12,3,363,96,0,0,4,0.26666666699999997,0.0,0.0,0.0,0.08604493699999999,0.025711562,0
12,0,11,9,29.09090909,124,0,0,0,0,67,7,67,7,2299,238,0,0,0,3.0,0.0,0.8,3.6,0.097987503,0.10708457199999999,0
13,1,28,13,39.21428571,115,0,0,0,0,11,2,11,2,236,30,7,1,0,2.866666667,0.333333333,1.466666667,6.0,0.041191131,0.004128313,0
14,0,0,4,0.0,99,2,2,4,0,19,5,19,5,545,108,0,0,0,1.2,0.0,0.0,0.2,0.8290675279999999,0.097291797,1
15,2,1,3,24.0,159,89,87,113,19,3,0,3,0,52,0,1,0,0,0.318181818,0.0,0.0,0.045454545,0.255615413,0.033028863,0
16,2,2,5,13.0,82,18,14,0,0,27,3,25,2,634,59,2,0,0,0.409090909,0.0,0.045454545,0.409090909,0.076433003,0.109401643,0
17,0,3,5,112.0,59,0,0,0,13,27,3,27,3,1020,133,1,1,0,1.4,0.0,0.0,1.4,0.8184182640000001,0.244645312,1
18,2,1,4,117.0,69,23,22,0,0,10,2,10,2,313,52,0,0,0,0.272727273,0.045454545,0.0,0.045454545,0.096114695,0.43648833,0
19,0,1,3,14.0,22,0,0,0,8,2,0,2,0,175,0,0,0,0,0.6,0.0,0.2,1.4,0.879911482,0.08038903,0
20,2,3,5,66.66666667,109,86,83,327,85,4,0,4,0,123,0,1,0,0,0.636363636,0.13636363599999998,0.090909091,0.409090909,0.569236457,0.218621299,0
21,0,5,4,20.2,491,0,0,0,0,10,3,10,3,189,46,0,0,0,2.6,0.6,0.0,1.0,0.537121415,0.44876849700000004,1
22,1,4,8,62.75,130,7,7,22,582,31,12,31,12,925,408,0,0,0,0.666666667,0.0,0.0,0.333333333,0.712257087,0.327198386,1
23,1,2,7,6.5,209,1,1,11,0,79,11,79,11,2236,299,0,0,0,0.7333333329999999,0.133333333,0.0,0.2,0.056273431,0.038925372,0
24,1,0,3,0.0,254,0,0,0,68,1,0,1,0,47,0,1,1,0,0.133333333,0.0,0.0,0.2,0.9142600890000001,0.9672268629999999,1
25,0,0,3,0.0,257,8,8,0,0,3,0,3,0,87,0,1,1,0,0.4,0.0,0.0,0.8,0.137627453,0.013023508,0
26,1,3,3,30.33333333,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46666666700000003,0.0,0.0,0.2,0.739278555,0.239881858,1
27,0,4,7,34.75,1387,0,0,0,0,4,0,4,0,103,0,1,0,0,6.4,0.8,0.4,1.6,0.090816945,0.020206001,0
28,2,1,2,15.0,107,51,51,98,29,15,5,15,5,314,100,0,0,0,0.318181818,0.090909091,0.0,0.045454545,0.15267798300000002,0.03282259,0
29,0,5,8,23.8,14,0,0,2,42,142,15,142,15,3677,478,2,0,0,3.0,0.2,0.2,2.2,0.5939756039999999,0.089489557,0
30,0,0,2,0.0,48,3,3,0,0,35,11,35,11,1152,340,1,0,0,0.6,0.0,0.0,0.2,0.889543176,0.18018488600000002,1
31,0,0,3,0.0,251,17,15,53,88,9,8,9,8,208,191,0,0,12,0.2,0.0,0.0,0.8,0.21086752399999997,0.156470209,0
32,0,4,6,17.25,194,3,3,9,137,85,8,85,8,2581,243,1,0,0,2.0,0.0,0.2,2.0,0.121501774,0.260582834,0
33,0,6,6,9.333333332999999,136,0,0,0,0,32,5,32,5,912,144,0,0,0,2.6,0.2,0.0,1.2,0.10172656199999999,0.038925372,0
34,1,0,4,0.0,135,0,0,0,0,88,12,88,12,2993,452,2,0,0,1.066666667,0.0,0.0,0.0,0.434536606,0.38656097700000003,0
35,1,0,4,0.0,189,0,0,0,89,27,7,27,7,919,179,0,0,9,0.133333333,0.0,0.066666667,0.7333333329999999,0.066135406,0.09839268,0
36,0,2,6,26.5,82,0,0,0,0,4,2,4,2,145,41,2,1,8,1.6,0.0,0.2,1.4,0.319175661,0.0041357320000000005,0
37,1,4,6,51.0,35,2,2,21,7,46,8,46,8,1450,285,0,0,0,1.0,0.0,0.066666667,0.666666667,0.099734664,0.104976915,0
38,1,3,2,12.66666667,52,0,0,0,0,28,6,28,6,800,136,0,0,42,0.333333333,0.0,0.066666667,0.8,0.673883975,0.097291797,0
39,0,3,4,22.66666667,24,1,1,14,0,9,0,9,0,250,0,0,0,0,4.4,0.0,0.2,3.4,0.100538611,0.067882851,0
40,0,0,2,0.0,46,9,7,0,0,56,4,56,4,1397,154,0,0,0,0.8,0.0,0.0,0.0,0.874221921,0.09893021,0
41,2,3,4,20.33333333,69,15,15,0,0,31,6,31,6,1041,216,2,0,0,0.590909091,0.090909091,0.045454545,0.181818182,0.648378491,0.032875158,1
42,1,0,1,0.0,26,0,0,0,0,9,1,9,1,282,30,0,0,0,0.066666667,0.0,0.0,0.0,0.9369950290000001,0.103181273,1
43,1,22,15,24.04545455,109,0,0,0,0,39,7,39,7,1203,182,8,1,0,3.866666667,0.4,0.066666667,1.8,0.035677522,0.0043086570000000005,0
44,0,9,9,32.44444444,133,145,142,477,5,2,0,2,0,63,0,0,0,0,4.4,0.0,0.2,3.8,0.30445888600000004,0.21571394800000002,0
45,0,2,6,34.0,112,62,61,0,0,35,10,35,10,1194,337,1,0,0,2.6,0.6,0.2,1.4,0.7205556040000001,0.164872929,0
46,2,1,5,18.0,51,0,0,0,0,1,1,1,1,35,35,2,1,13,0.318181818,0.0,0.045454545,0.454545455,0.168708324,0.026591681000000002,0
47,0,1,3,25.0,46,0,0,0,0,31,3,27,3,753,62,0,0,3,0.8,0.0,0.0,0.4,0.8765442370000001,0.44876849700000004,1
48,0,8,4,31.625,173,3,3,99,36,122,19,122,19,3633,525,0,0,0,3.0,0.2,0.0,1.6,0.52640444,0.09893021,0
49,0,2,2,14.0,89,0,0,0,0,316,48,316,48,7959,1224,0,0,0,0.6,0.0,0.6,2.0,0.129072636,0.235612214,0
50,1,2,2,12.5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.066666667,0.0,0.133333333,0.056483715999999996,0.24205380699999998,0
51,1,4,3,16.25,175,1,1,1,6,2,0,2,0,24,0,1,0,13,0.7333333329999999,0.0,0.133333333,0.7333333329999999,0.048229395999999994,0.357726902,0
52,1,2,3,9.0,176,0,0,0,0,2,1,2,1,43,16,0,0,0,0.7333333329999999,0.066666667,0.0,0.133333333,0.059523374000000004,0.004206258,0
53,0,0,4,0.0,170,9,9,19,391,19,15,19,15,669,560,0,0,0,0.6,0.2,0.0,0.8,0.098896593,0.169906542,0
54,1,1,4,115.0,148,19,19,0,0,4,0,4,0,233,0,0,0,0,0.46666666700000003,0.133333333,0.0,0.26666666699999997,0.6618655920000001,0.3109667,1
55,2,5,3,19.4,340,0,0,0,0,1,0,1,0,40,0,0,0,31,0.590909091,0.0,0.045454545,0.363636364,0.052313864,0.360528171,0
56,0,10,5,23.7,61,4,4,39,65,10,1,10,1,261,21,0,0,0,3.6,1.0,0.2,3.0,0.330968767,0.0048357370000000005,0
57,1,0,1,0.0,146,0,0,0,0,15,1,14,1,569,40,0,0,0,0.066666667,0.0,0.0,0.0,0.94274193,0.130892351,1
58,2,6,11,25.83333333,21,0,0,0,0,5,1,5,1,145,13,4,0,62,1.363636364,0.045454545,0.090909091,0.681818182,0.050672947999999995,0.00412839,0
59,1,1,3,18.0,45,0,0,0,1,42,12,42,12,1085,259,0,0,0,1.066666667,0.0,0.0,0.066666667,0.6977501509999999,0.097291797,1
60,0,1,4,10.0,264,0,0,0,26,12,12,12,12,254,254,1,0,0,1.2,0.0,0.0,0.4,0.8280265929999999,0.470027208,1
61,2,15,7,42.2,93,1,1,1,0,7,3,7,3,169,67,0,0,34,1.9090909090000001,0.272727273,0.0,0.681818182,0.051177651,0.130892351,1
62,0,2,5,118.5,307,0,0,3,0,23,3,23,3,681,103,0,0,5,2.2,0.0,0.2,2.8,0.14045622900000002,0.09839268,0
63,1,3,5,25.33333333,29,0,0,15,7,48,10,48,10,1373,284,0,0,0,0.6,0.0,0.0,0.26666666699999997,0.056870699000000004,0.35773599100000003,0
64,1,2,5,4.5,286,0,0,32,3,10,1,10,1,224,15,0,0,2,0.533333333,0.0,0.133333333,1.0,0.036553234,0.008488109,0
65,1,3,3,8.666666667000001,13,1,1,7,22,12,2,12,2,386,40,0,0,0,0.4,0.0,0.133333333,1.066666667,0.040742666000000004,0.299339294,0
66,1,7,7,20.42857143,68,0,0,6,34,14,6,14,6,544,221,4,1,0,0.7333333329999999,0.0,0.2,1.266666667,0.511717141,0.007030270999999999,0
67,0,0,1,0.0,103,76,75,111,46,53,6,53,6,1428,142,0,0,0,0.2,0.0,0.0,0.0,0.913166046,0.20631085300000002,1
68,0,3,4,17.66666667,508,1,0,0,4,2,0,2,0,51,0,2,1,13,2.0,0.0,0.0,2.6,0.540229201,0.004128517,1
69,1,1,3,50.0,59,2,2,3,14,36,4,36,4,1002,106,0,0,0,0.2,0.0,0.0,0.066666667,0.47580876899999996,0.098064296,1
70,0,6,7,40.66666667,339,0,0,0,0,219,66,219,66,5336,1615,2,1,0,2.4,0.2,0.0,1.2,0.641115248,0.121226661,1
71,2,0,2,0.0,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0.318181818,0.0,0.045454545,0.272727273,0.053278118,0.037708521,0
72,0,1,5,24.0,67,0,0,0,0,1,1,1,1,17,17,0,0,7,1.6,0.0,0.0,0.4,0.722052395,0.182768643,1
73,1,0,1,0.0,77,0,0,0,10,2,2,2,2,34,34,0,0,2,0.4,0.0,0.133333333,0.4,0.051367134,0.09840279099999999,0
74,0,4,6,94.75,122,0,0,0,0,2,0,2,0,29,0,2,0,0,3.6,0.6,0.4,4.2,0.092629373,0.004128323,0
75,2,0,2,0.0,149,4,4,0,0,9,4,9,4,320,132,1,0,0,0.22727272699999998,0.0,0.0,0.0,0.7649990320000001,0.533741117,1
76,1,4,6,23.75,67,0,0,0,0,20,8,20,8,713,211,0,0,0,1.4,0.066666667,0.066666667,0.533333333,0.093294889,0.104976915,0
77,1,2,5,19.0,285,0,0,0,68,3,2,3,2,63,36,0,0,0,0.26666666699999997,0.0,0.2,0.4,0.111042023,0.130892351,0
78,1,10,9,26.7,63,2,2,0,0,76,11,76,11,2334,358,3,0,2,0.8666666670000001,0.0,0.066666667,0.7333333329999999,0.519476235,0.454261154,1
79,1,2,5,13.5,78,12,12,0,0,12,6,12,6,490,275,1,0,0,0.6,0.066666667,0.066666667,0.6,0.257475644,0.012498415,0
80,1,0,5,0.0,815,4,4,54,26,112,33,112,33,3913,1229,0,0,0,0.666666667,0.0,0.0,0.066666667,0.332657456,0.35773599100000003,0
81,0,0,6,0.0,243,0,0,0,15,3,0,3,0,47,0,0,0,0,0.8,0.0,0.0,0.8,0.281761318,0.056915425,1
82,1,7,9,17.57142857,117,54,51,73,10,64,11,64,11,1473,231,1,0,0,0.933333333,0.0,0.066666667,1.0,0.033709049,0.049913742000000004,0
83,0,0,2,0.0,235,4,4,28,31,19,6,19,6,621,184,0,0,0,0.2,0.0,0.0,0.2,0.315378249,0.327198386,0
84,0,1,3,44.0,51,0,0,0,0,26,2,26,2,924,77,1,0,0,3.0,0.2,0.0,1.0,0.516049206,0.42266130399999996,1
85,1,1,2,10.0,159,0,0,0,0,6,4,6,4,116,73,0,0,0,0.26666666699999997,0.066666667,0.0,0.066666667,0.851199925,0.423190057,1
86,1,2,3,37.0,13,0,0,0,2,4,3,4,3,107,90,0,0,0,0.333333333,0.0,0.066666667,0.46666666700000003,0.039865643,0.025711562,0
87,2,2,6,39.5,101,32,32,114,67,19,7,19,7,554,165,2,0,0,0.954545455,0.045454545,0.0,0.13636363599999998,0.56105119,0.146268308,1
88,1,4,6,46.25,283,0,0,0,0,8,1,8,1,238,24,2,0,0,2.266666667,0.46666666700000003,0.0,0.26666666699999997,0.043044329000000006,0.006398109,0
89,0,1,3,15.0,192,7,7,16,614,13,1,13,1,420,20,0,0,4,1.0,0.0,0.0,0.4,0.9099529390000001,0.327198386,1
90,1,1,4,115.0,79,25,25,0,0,88,3,88,3,3109,78,0,0,0,0.46666666700000003,0.133333333,0.0,0.26666666699999997,0.048430622,0.35773599100000003,0
91,1,3,6,28.66666667,78,0,0,0,0,1,1,1,1,32,32,0,0,0,0.7333333329999999,0.066666667,0.2,0.666666667,0.058539838,0.03282259,0
92,1,15,5,21.66666667,26,0,0,3,0,1,0,1,0,43,0,1,1,0,2.066666667,0.6,0.4,1.133333333,0.459120542,0.076773152,0
93,0,8,12,24.125,184,0,0,1,72,373,12,373,12,9336,451,4,0,0,4.0,1.2,0.2,2.8,0.489177555,0.004128307,0
94,1,0,2,0.0,99,4,3,0,0,35,5,35,5,743,85,0,0,0,0.2,0.0,0.0,0.0,0.037563532999999996,0.03282259,0
95,1,6,7,97.16666667,138,26,21,0,0,26,7,25,6,861,223,4,0,6,1.066666667,0.0,0.333333333,0.8,0.039447606,0.004128308,0
96,1,3,3,29.0,153,0,0,0,18,5,0,5,0,95,0,0,0,0,0.533333333,0.066666667,0.0,0.2,0.068078518,0.121347703,0
97,1,0,3,0.0,92,23,23,0,0,59,7,59,7,2109,203,0,0,3,0.4,0.0,0.0,0.0,0.051100284,0.20631085300000002,0
98,0,30,15,103.9333333,511,0,0,8,0,6,0,6,0,240,0,0,0,0,9.8,1.8,1.4,6.8,0.11324507,0.360528171,0
99,2,10,6,20.9,120,121,120,841,266,70,14,70,14,2359,348,0,0,0,1.0,0.22727272699999998,0.0,0.454545455,0.051059335,0.038925372,0
100,1,15,12,18.86666667,111,118,118,0,0,17,2,17,2,412,83,4,1,2,1.8666666669999998,0.066666667,0.2,1.733333333,0.030471206,0.004128325,0
101,0,6,9,31.66666667,86,2,0,0,0,75,3,75,3,1879,63,2,0,0,7.2,1.0,0.4,3.0,0.447565705,0.323545277,1
102,1,2,5,77.0,103,3,3,31,43,52,18,52,18,1636,491,1,0,0,1.133333333,0.2,0.0,0.2,0.502656758,0.483241707,1
103,1,8,6,35.5,308,0,0,0,0,20,5,20,5,644,165,1,0,0,1.8666666669999998,0.133333333,0.066666667,0.933333333,0.043033123,0.005107285,0
104,1,2,1,7.5,125,2,2,0,0,52,9,52,9,1497,214,0,0,0,0.4,0.066666667,0.133333333,0.133333333,0.790059209,0.20631085300000002,1
105,1,5,7,295.2,36,0,0,0,0,0,0,0,0,0,0,2,0,0,0.8666666670000001,0.2,0.066666667,0.933333333,0.035817742,0.409630179,0
106,0,0,0,0.0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.911194205,0.24205380699999998,1
107,1,10,5,36.9,21,0,0,0,0,114,8,114,8,3678,334,0,0,0,1.333333333,0.066666667,0.066666667,1.2,0.510641873,0.182768643,0
108,1,0,3,0.0,290,9,9,19,427,64,45,64,45,1791,1252,0,0,35,0.066666667,0.0,0.0,0.533333333,0.31669065399999996,0.171128064,0
109,1,3,6,44.33333333,103,14,14,0,0,26,6,26,6,683,113,2,0,0,0.933333333,0.0,0.066666667,0.6,0.612127662,0.03046401,0
110,1,6,8,16.5,49,0,0,0,0,23,5,23,5,712,188,4,0,8,2.133333333,0.066666667,0.066666667,0.7333333329999999,0.313488185,0.01757066,0
111,1,3,3,28.0,184,0,0,0,4,3,1,3,1,87,28,1,0,0,0.8666666670000001,0.066666667,0.133333333,0.666666667,0.564819336,0.004934424000000001,0
112,1,0,3,0.0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.0,0.72277534,0.004478897,1
113,0,9,7,63.11111111,268,49,49,82,4,8,0,8,0,246,0,2,0,0,7.6,1.4,0.6,2.4,0.17637521,0.006225364000000001,0
114,0,0,3,0.0,342,1,1,4,0,25,21,25,21,579,480,0,0,0,1.8,0.0,0.2,2.2,0.6472946999999999,0.21571394800000002,0
115,1,7,12,54.0,366,0,0,0,0,4,4,4,4,111,111,3,0,6,0.7333333329999999,0.0,0.0,0.6,0.045915395,0.005150435,0
116,1,0,2,0.0,54,0,0,0,0,1,1,1,1,24,24,0,0,0,0.2,0.066666667,0.0,0.0,0.7295541170000001,0.423190057,1
117,0,1,4,40.0,30,0,0,0,0,5,1,5,1,122,19,0,0,0,1.6,0.0,0.2,1.8,0.11186626599999999,0.007988393,0
118,0,0,5,0.0,262,0,0,0,0,2,0,2,0,43,0,1,1,4,0.6,0.0,0.0,0.4,0.5507918,0.139040679,1
119,1,15,10,127.2,194,70,69,140,11,11,1,11,1,319,54,0,0,0,2.4666666669999997,0.333333333,0.066666667,1.266666667,0.035139471,0.025711562,0
120,0,1,5,29.0,13,0,0,0,0,14,0,14,0,418,0,0,0,0,2.4,1.2,0.0,0.6,0.671389997,0.076894395,1
121,0,4,7,29.25,417,8,8,0,0,3,1,3,1,59,22,0,0,0,1.4,0.0,0.0,1.2,0.858896971,0.150462836,1
122,1,18,10,14.11111111,321,1,1,4,0,39,11,39,11,931,328,0,0,0,2.333333333,0.333333333,1.0,2.4666666669999997,0.038194656,0.235612214,0
123,0,0,2,0.0,19,0,0,35,6,6,1,5,1,98,17,0,0,0,0.6,0.0,0.0,0.2,0.889543176,0.103181273,1
124,2,2,6,8.5,43,2,2,37,19,2,1,2,1,67,45,0,0,0,0.318181818,0.090909091,0.045454545,0.363636364,0.058238952999999996,0.018543702,0
125,1,3,5,32.66666667,87,88,85,329,44,61,14,61,14,1978,435,0,0,0,0.6,0.0,0.066666667,0.6,0.066006929,0.10708457199999999,0
126,0,3,5,75.66666667,46,0,0,0,0,29,2,29,2,634,63,0,0,0,2.0,0.0,0.6,2.2,0.09781104300000001,0.038925372,0
127,1,2,3,25.5,90,3,3,2,0,8,1,8,1,156,13,0,0,11,0.46666666700000003,0.0,0.0,0.2,0.38957840200000005,0.44876849700000004,1
128,2,0,3,0.0,174,71,70,110,16,20,4,20,4,681,178,1,1,63,0.045454545,0.0,0.0,0.181818182,0.21448236699999998,0.005139662,0
129,0,5,6,81.8,136,0,0,0,0,0,0,0,0,0,0,1,0,0,4.4,1.0,0.0,1.2,0.502754748,0.42266130399999996,1
130,2,2,6,7.0,86,0,0,26,0,23,3,23,3,815,101,0,0,48,0.22727272699999998,0.0,0.090909091,0.681818182,0.05130794599999999,0.35773599100000003,0
131,0,4,5,11.25,46,1,1,0,0,35,3,35,3,1069,131,2,1,4,3.2,0.6,0.2,2.4,0.133889675,0.018407568,0
132,1,10,7,37.3,30,1,1,1,6,4,0,4,0,142,0,0,0,0,1.133333333,0.0,0.066666667,0.7333333329999999,0.249644935,0.28408485699999997,0
133,0,1,3,18.0,89,1,1,0,5,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.6,0.09324958900000001,0.0041313090000000005,0
134,1,1,2,5.0,61,4,4,39,85,5,1,5,1,171,32,0,0,35,0.4,0.066666667,0.066666667,0.6,0.065420985,0.097291797,0
135,0,2,7,31.5,203,1,1,5,88,68,15,68,15,2212,517,0,0,0,2.6,0.6,0.0,0.4,0.573624134,0.10708457199999999,1
136,0,1,1,28.0,10,0,0,0,1,2,2,1,1,42,42,0,0,0,0.8,0.0,0.0,0.2,0.137273103,0.103181273,0
137,0,1,3,7.0,99,3,3,38,0,16,1,16,1,456,15,0,0,0,1.0,0.0,0.0,2.4,0.10237678900000001,0.038925372,0
138,1,2,3,21.0,140,1,1,9,50,59,15,59,15,1377,325,1,0,0,0.533333333,0.0,0.066666667,0.6,0.058208823,0.049913742000000004,0
139,0,0,6,0.0,24,0,0,0,0,2,0,2,0,44,0,1,1,0,1.0,0.2,0.0,1.2,0.725628912,0.215684459,0
140,0,3,6,12.66666667,37,44,42,82,84,28,7,28,7,1040,255,2,1,0,1.2,0.0,0.0,0.6,0.10992437599999999,0.268149525,0
141,1,16,12,27.625,82,13,13,0,0,86,21,86,21,2375,549,4,1,0,1.6666666669999999,0.133333333,0.333333333,2.4666666669999997,0.311401039,0.607421875,0
142,2,3,3,153.66666669999998,547,2,2,0,0,8,1,8,1,215,14,0,0,0,0.454545455,0.0,0.045454545,0.409090909,0.32022935199999997,0.033258557,0
143,1,5,3,13.2,82,10,10,128,262,7,1,6,1,136,12,0,0,5,0.6,0.26666666699999997,0.133333333,0.333333333,0.07150647,0.409630179,0
144,0,4,4,19.0,154,1,1,4,36,224,55,224,55,5483,1401,0,0,0,2.4,0.6,0.6,1.8,0.151171684,0.235612214,0
145,0,2,5,11.5,112,1,1,0,0,23,3,23,3,852,80,1,1,0,0.6,0.0,0.0,1.0,0.24953672300000002,0.247318089,1
146,1,1,5,108.0,46,1,1,51,1,3,0,3,0,85,0,0,0,21,0.066666667,0.0,0.0,0.4,0.050030857000000005,0.08777658599999999,0
147,1,9,6,36.44444444,66,3,3,93,104,92,14,92,14,2837,506,1,0,0,1.533333333,0.46666666700000003,0.26666666699999997,0.933333333,0.035774707999999995,0.176260933,0
148,0,2,4,23.5,86,1,1,0,0,72,15,72,15,2394,413,0,0,0,1.4,0.0,0.0,1.0,0.890765548,0.10708457199999999,1
149,0,4,7,45.5,62,0,0,0,0,30,4,30,4,813,103,0,0,3,1.4,0.0,0.2,1.8,0.13386493900000002,0.038925372,0
150,1,1,4,3.0,124,1,1,14,4,76,5,76,5,2146,131,0,0,0,0.4,0.0,0.0,0.066666667,0.5826549529999999,0.038925372,0
151,1,1,5,22.0,35,1,1,0,0,1,0,1,0,16,0,0,0,31,0.7333333329999999,0.0,0.066666667,0.533333333,0.276485741,0.037708521,0
152,1,7,4,18.71428571,189,3,3,0,0,6,0,6,0,214,0,2,0,0,1.0,0.0,0.0,0.7333333329999999,0.039754629,0.652862191,0
153,1,9,9,35.0,174,0,0,0,0,46,2,46,2,1004,37,4,0,0,4.533333333,0.8,0.0,0.6,0.501043856,0.323545277,1
154,2,1,3,17.0,118,26,25,70,39,1,1,1,1,26,26,0,0,0,0.363636364,0.090909091,0.045454545,0.272727273,0.113026381,0.025711562,0
155,0,9,7,24.55555556,33,1,1,12,17,27,8,27,8,963,215,1,0,0,4.4,0.8,0.0,1.8,0.555470169,0.271099091,1
156,2,3,4,38.0,100,90,90,0,0,1,0,1,0,45,0,1,0,0,0.363636364,0.045454545,0.090909091,0.22727272699999998,0.603894591,0.021757713999999997,0
157,1,0,2,0.0,421,8,8,0,0,12,0,12,0,367,0,0,0,0,0.133333333,0.0,0.0,0.0,0.9424316290000001,0.299339294,1
158,2,10,6,43.5,510,0,0,0,0,15,3,15,3,503,110,2,1,0,1.2727272729999999,0.181818182,0.0,0.727272727,0.051432252000000005,0.008262591,0
159,1,1,3,6.0,80,0,0,0,0,66,13,66,13,2140,402,0,0,0,0.333333333,0.0,0.066666667,0.46666666700000003,0.8318045740000001,0.10708457199999999,0
160,1,0,1,0.0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.0,0.0,0.0,0.947678447,0.42953196200000004,1
161,1,5,8,24.2,66,1,1,31,28,12,0,12,0,251,0,3,0,0,1.8666666669999998,0.133333333,0.0,0.4,0.27735877,0.00729986,0
162,1,5,5,31.0,101,16,15,0,0,23,4,23,4,718,98,1,1,0,0.8,0.333333333,0.066666667,0.46666666700000003,0.499380946,0.004143853,1
163,1,1,5,27.0,217,0,0,0,0,1,0,1,0,79,0,0,0,0,1.0,0.0,0.066666667,0.46666666700000003,0.588029385,0.018543702,0
164,0,0,1,0.0,122,0,0,0,0,76,20,76,20,1911,451,0,0,0,0.6,0.0,0.0,0.0,0.889543176,0.09893021,1
165,0,9,4,146.66666669999998,825,2,2,11,17,17,0,17,0,504,0,0,0,0,3.4,0.0,0.2,2.8,0.13670674,0.038925372,0
166,2,1,3,6.0,58,0,0,1,1,0,0,0,0,0,0,0,0,7,0.363636364,0.0,0.0,0.045454545,0.316045433,0.12296629699999999,1
167,1,5,5,35.2,31,1,1,1,7,69,12,69,12,1977,340,1,0,0,1.333333333,0.133333333,0.0,0.46666666700000003,0.582445145,0.40458756700000004,1
168,2,0,1,0.0,30,0,0,0,0,15,4,15,4,415,124,0,0,0,0.636363636,0.0,0.0,0.0,0.121155709,0.130892351,0
169,0,2,5,43.0,87,0,0,0,0,42,2,42,2,1373,44,0,0,0,1.0,0.0,0.2,1.6,0.401686221,0.20631085300000002,0
170,0,7,6,34.71428571,74,0,0,0,0,332,62,332,62,8538,1578,0,0,0,3.4,0.2,0.2,1.4,0.667052209,0.235612214,1
171,0,2,5,52.0,14,0,0,15,2,15,1,14,1,354,20,0,0,0,2.6,0.4,0.8,2.4,0.137650341,0.018543702,0
172,1,5,6,10.4,59,46,45,60,38,22,5,22,5,485,113,1,0,2,0.8666666670000001,0.066666667,0.066666667,0.333333333,0.30820092600000004,0.35792321,0
173,1,0,2,0.0,66,0,0,20,32,58,3,58,3,1156,109,0,0,0,0.066666667,0.0,0.0,0.066666667,0.076678932,0.150462836,0
174,0,10,7,69.6,36,0,0,0,8,27,4,27,4,571,62,0,0,0,2.8,0.2,0.2,4.0,0.12896591400000001,0.038925372,0
175,1,3,3,141.66666669999998,89,0,0,9,3,75,14,75,14,2067,353,1,0,0,0.46666666700000003,0.0,0.0,0.2,0.045667052,0.045839517999999996,0
176,2,5,8,20.2,103,2,2,6,0,1,0,1,0,34,0,0,0,0,0.363636364,0.0,0.045454545,0.545454545,0.096353441,0.08038903,0
177,1,2,6,62.0,128,33,32,0,0,46,8,46,8,1366,231,0,0,30,0.6,0.133333333,0.133333333,1.066666667,0.04577446,0.35773599100000003,0
178,1,1,3,21.0,28,0,0,0,0,10,2,10,2,208,34,0,0,0,0.4,0.0,0.2,0.666666667,0.045335829,0.090044372,0
179,0,2,4,12.5,40,75,74,116,40,317,46,317,46,8001,1210,0,0,0,1.2,0.0,0.0,0.6,0.183848113,0.235612214,0
