,priority,NCommentT,NActor,meanCommentSize,ticketCleanedBodyLen,nticketsByCreatorOpen,nClosedticketsByCreatorOpen,nCommentsByCreator,NCommentByActorsT,NticketsCreatedInProject,NticketsCreatedInProjectT,NticketsCreatedInProjectClosed,NticketsCreatedInProjectClosedT,NActivityInProject,NActivityInProjectT,chainLength,longTimeHold,lateTriageDays,InitialActivityCount,InitialActionCount,recentActionCount,recentActivityCount,activitysequence,projectCoverage,OOSLA
180,0,0,3,0.0,25,1,1,2,0,35,2,35,2,736,34,0,0,0,0.4,0.0,0.0,0.4,0.104709983,0.097291797,0
181,1,10,7,10.5,134,1,1,16,0,99,20,99,20,2970,696,0,0,0,1.066666667,0.066666667,0.0,1.0,0.505356371,0.182768643,0
182,0,4,6,5.75,357,9,9,19,391,2,2,2,2,71,71,0,0,0,2.2,0.0,0.2,2.2,0.095385611,0.127508879,0
183,1,2,2,83.0,63,0,0,0,5,7,2,7,2,204,74,0,0,0,0.933333333,0.46666666700000003,0.066666667,0.46666666700000003,0.48927390600000004,0.299339294,0
184,2,0,4,0.0,33,3,3,0,0,28,2,28,2,840,78,0,0,6,0.318181818,0.0,0.0,0.22727272699999998,0.050991237,0.182768643,0
185,0,1,4,10.0,253,0,0,0,26,12,12,12,12,254,254,1,0,0,1.2,0.0,0.0,0.4,0.8280265929999999,0.470027208,1
186,2,0,3,0.0,22,0,0,0,0,3,0,3,0,112,0,0,0,2,0.318181818,0.0,0.0,0.045454545,0.057048202,0.010984493,0
187,2,4,4,12.0,45,0,0,0,0,44,13,44,13,1566,617,0,0,2,0.5,0.0,0.0,0.181818182,0.060173212999999996,0.182768643,0
188,0,3,4,22.66666667,272,9,9,19,391,3,0,3,0,123,0,0,0,0,1.8,0.0,0.0,1.0,0.139412969,0.0045444,0
189,1,0,3,0.0,104,0,0,0,0,2,0,2,0,45,0,0,0,0,0.46666666700000003,0.066666667,0.0,0.0,0.337252945,0.035812296,0
190,0,0,0,0.0,76,4,4,0,0,206,61,206,61,5040,1496,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
191,1,5,8,43.2,226,0,0,6,56,14,2,14,2,399,53,3,0,0,1.4,0.133333333,0.066666667,0.4,0.119731456,0.968250155,0
192,1,8,2,73.875,293,1,1,19,0,1,0,1,0,26,0,0,0,0,1.333333333,0.2,0.26666666699999997,1.0,0.49458652700000005,0.072359115,0
193,0,0,2,0.0,63,1,1,33,65,79,13,79,13,2518,358,0,0,0,1.8,0.0,0.2,1.6,0.099009186,0.10708457199999999,0
194,0,0,1,0.0,468,0,0,2,11,154,18,154,18,3686,402,0,0,0,0.2,0.0,0.0,0.2,0.913039684,0.09893021,1
195,0,0,3,0.0,262,8,8,0,0,2,0,2,0,67,0,0,0,0,0.2,0.0,0.0,0.2,0.912910938,0.299339294,1
196,0,6,4,17.0,53,0,0,0,45,20,20,20,20,458,458,0,0,0,2.6,0.2,0.6,2.6,0.280953765,0.235612214,0
197,1,2,7,10.0,121,9,9,0,0,0,0,0,0,0,0,2,0,0,1.133333333,0.0,0.066666667,0.4,0.533830225,0.004140312,0
198,0,0,3,0.0,422,9,9,19,400,12,9,12,9,262,167,0,0,10,0.2,0.0,0.2,1.6,0.90561378,0.156470209,0
199,2,4,5,30.0,20,0,0,0,0,6,6,6,6,195,195,1,1,0,0.318181818,0.0,0.0,0.272727273,0.056251794,0.162263021,0
200,0,6,5,18.16666667,158,2,2,2,29,2,0,2,0,66,0,0,0,10,2.8,0.4,0.2,2.8,0.312006116,0.41949495700000006,1
201,2,0,5,0.0,208,3,3,0,0,12,0,12,0,404,0,3,1,0,0.22727272699999998,0.0,0.0,0.272727273,0.052409947,0.004148431,0
202,1,14,8,28.92857143,106,1,1,55,35,28,3,28,3,932,95,2,0,0,2.2,0.46666666700000003,0.133333333,1.466666667,0.34090259700000003,0.792693257,0
203,1,2,6,6.0,147,0,0,0,0,18,1,18,1,545,36,1,0,37,0.7333333329999999,0.133333333,0.066666667,0.8666666670000001,0.065275788,0.257721603,0
204,1,1,4,4.0,71,0,0,22,0,2,1,2,1,56,21,1,0,0,0.6,0.0,0.066666667,0.7333333329999999,0.31292712699999997,0.00412831,0
205,1,1,2,24.0,125,0,0,23,0,9,1,9,1,312,43,0,0,0,0.4,0.0,0.066666667,0.533333333,0.535755098,0.299339294,0
206,1,5,3,45.4,64,0,0,0,1,18,1,18,1,415,19,0,0,0,1.066666667,0.333333333,0.333333333,0.533333333,0.579371214,0.010109906,0
207,0,2,6,58.0,23,1,1,7,0,4,4,4,4,84,84,0,0,6,1.4,0.2,0.2,2.2,0.758701682,0.011221848999999999,0
208,1,0,5,0.0,25,0,0,0,0,2,0,2,0,99,0,0,0,0,0.4,0.0,0.066666667,0.46666666700000003,0.032467186,0.169906542,0
209,1,2,8,20.5,198,30,29,0,0,30,6,30,6,966,195,4,0,7,1.0,0.133333333,0.0,0.133333333,0.58537519,0.093909331,1
210,0,8,8,36.75,58,6,6,0,0,330,37,330,37,8393,946,0,0,0,4.6,1.2,0.0,1.8,0.473955929,0.235612214,1
211,0,0,0,0.0,44,4,4,0,0,113,41,113,41,2710,1041,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
212,0,4,6,25.25,75,0,0,13,10,17,2,17,2,452,42,0,0,0,2.6,0.6,0.2,2.2,0.107258886,0.008488109,0
213,0,7,7,56.14285714,86,2,2,0,0,17,3,17,3,404,44,0,0,2,4.8,0.8,0.6,3.8,0.10814863400000001,0.024037628,0
214,0,0,1,0.0,66,30,29,58,14,62,37,62,37,1425,858,0,0,0,0.2,0.0,0.0,0.0,0.913166046,0.235612214,1
215,2,6,8,57.66666667,159,83,82,540,73,34,6,34,6,1082,137,1,0,0,0.818181818,0.13636363599999998,0.090909091,0.590909091,0.05775243,0.009953464,0
216,0,0,1,0.0,58,3,3,10,78,36,6,36,6,803,144,0,0,0,0.6,0.0,0.0,0.0,0.284155607,0.09893021,0
217,2,1,4,19.0,82,37,36,0,0,33,3,33,3,1113,92,0,0,20,0.22727272699999998,0.0,0.0,0.045454545,0.150705069,0.20631085300000002,0
218,1,16,11,50.0,208,0,0,30,0,15,1,15,1,514,14,2,1,14,2.2,0.133333333,0.066666667,2.066666667,0.037167788,0.188164398,0
219,2,5,5,36.2,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727272727,0.045454545,0.13636363599999998,1.136363636,0.348045409,0.10068356199999999,0
220,1,0,3,0.0,76,18,17,0,0,5,1,5,1,170,33,0,0,9,0.2,0.0,0.0,0.2,0.042059988,0.011234438000000001,0
221,0,0,4,0.0,398,0,0,0,26,2,2,2,2,57,57,0,0,0,0.8,0.0,0.0,0.2,0.89753449,0.195720896,1
222,1,0,1,0.0,262,0,0,0,27,6,1,6,1,128,14,0,0,0,0.066666667,0.0,0.0,0.0,0.293013752,0.41480246200000004,0
223,1,0,2,0.0,83,0,0,0,0,3,1,3,1,79,21,1,1,0,0.133333333,0.0,0.0,0.26666666699999997,0.8807816509999999,0.25882649399999996,1
224,0,4,5,16.25,53,0,0,0,177,104,20,104,20,2325,547,0,0,0,0.8,0.0,0.2,2.0,0.153958857,0.09893021,0
225,0,3,3,135.0,52,1,1,21,13,8,5,8,5,177,130,1,0,0,4.6,0.6,0.0,0.6,0.465211242,0.819554687,1
226,2,7,4,58.71428571,206,85,85,0,0,11,4,11,4,349,117,0,0,3,0.545454545,0.0,0.045454545,0.590909091,0.052737534,0.195720896,0
227,1,9,8,20.22222222,70,12,11,0,0,27,4,27,4,684,69,5,1,2,2.666666667,0.4,0.26666666699999997,1.733333333,0.035276352999999996,0.004128307,0
228,1,1,3,22.0,140,7,7,16,556,82,8,82,8,2616,261,0,0,44,0.2,0.0,0.0,0.133333333,0.7777578829999999,0.35773599100000003,0
229,1,1,6,115.0,194,0,0,8,7,41,18,41,18,1278,462,0,0,6,0.2,0.0,0.0,0.2,0.854074001,0.09839268,1
230,0,0,2,0.0,156,9,9,25,58,24,11,24,11,739,354,0,0,0,0.2,0.0,0.0,0.2,0.885561585,0.104976915,1
231,2,2,7,195.0,126,0,0,0,0,3,2,3,2,133,100,1,0,0,0.772727273,0.0,0.0,0.13636363599999998,0.379011869,0.00989715,0
232,0,8,7,14.375,130,2,2,0,0,73,4,73,4,2218,120,0,0,0,3.8,0.8,0.6,1.6,0.45974499,0.10708457199999999,1
233,1,1,3,4.0,54,18,17,0,0,0,0,0,0,0,0,1,0,40,0.4,0.0,0.0,0.2,0.639139235,0.004129145,0
234,1,10,7,33.2,124,3,3,0,0,246,50,246,50,5911,1168,2,0,0,1.733333333,0.066666667,0.133333333,1.133333333,0.419883102,0.165396348,0
235,0,9,5,105.7777778,203,2,2,17,16,10,0,10,0,269,0,0,0,5,1.8,0.4,0.6,3.0,0.810069919,0.35795906200000005,0
236,2,4,6,11.75,157,1,1,0,0,5,0,5,0,109,0,1,0,4,0.409090909,0.0,0.0,0.181818182,0.07012349400000001,0.04285419,0
237,1,2,2,46.0,331,0,0,0,58,31,16,31,16,922,498,0,0,0,0.46666666700000003,0.066666667,0.133333333,0.333333333,0.325942755,0.13339746,0
238,1,5,8,22.8,178,0,0,0,68,0,0,0,0,0,0,1,1,0,0.8,0.066666667,0.0,0.4,0.623534322,0.48246932,0
239,1,0,2,0.0,72,26,20,0,0,43,6,43,6,835,103,0,0,0,0.26666666699999997,0.0,0.0,0.0,0.074535429,0.03282259,0
240,2,27,14,35.37037037,121,8,8,0,0,3,2,3,2,111,74,10,0,8,2.0,0.090909091,0.090909091,1.954545455,0.09889894699999999,0.00412881,0
241,0,7,5,28.14285714,271,0,0,0,8,4,2,4,2,105,65,0,0,0,5.8,1.4,0.2,2.2,0.110281348,0.056449037,0
242,0,6,7,41.66666667,128,6,6,0,0,492,95,492,95,12808,2412,2,0,0,4.4,0.8,0.4,2.4,0.10014537,0.121226661,0
243,0,0,0,0.0,25,0,0,181,69,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.64495194,1
244,0,3,4,6.333333333,117,7,7,16,614,15,2,15,2,403,46,0,0,3,1.0,0.0,0.4,3.6,0.13218143599999999,0.188180447,0
245,0,1,7,27.0,171,62,62,181,19,17,1,17,1,585,24,0,0,0,2.0,0.4,0.0,1.8,0.659142613,0.104976915,1
246,1,0,2,0.0,104,8,8,0,0,60,11,60,11,1683,318,0,0,0,0.2,0.0,0.0,0.0,0.075962305,0.038925372,0
247,1,5,7,30.0,153,1,1,0,0,41,23,41,23,1404,971,0,0,25,1.2,0.133333333,0.066666667,0.333333333,0.11953526699999999,0.09839268,1
248,0,0,3,0.0,217,68,67,93,25,107,11,107,11,2455,300,0,0,0,0.6,0.0,0.0,0.2,0.16473639,0.038975783,0
249,2,5,5,30.2,179,19,19,0,0,5,1,5,1,177,26,0,0,0,0.590909091,0.181818182,0.13636363599999998,0.636363636,0.46650579600000003,0.43648833,0
250,0,1,3,10.0,21,1,1,14,7,12,9,12,9,350,253,0,0,0,0.8,0.0,0.6,3.6,0.100395977,0.171128064,0
251,2,2,4,44.0,307,49,49,82,12,40,10,40,10,1036,251,0,0,0,0.363636364,0.090909091,0.045454545,0.181818182,0.055692940999999996,0.038925372,0
252,0,1,2,11.0,115,0,0,0,135,68,40,68,40,1570,928,0,0,0,0.6,0.0,0.0,0.2,0.90027231,0.235612214,1
253,2,0,3,0.0,134,89,88,354,36,13,4,13,4,277,86,0,0,0,0.272727273,0.0,0.0,0.0,0.297928631,0.03282259,0
254,1,0,4,0.0,61,0,0,0,0,6,0,6,0,152,0,0,0,0,0.533333333,0.066666667,0.0,0.0,0.040739983,0.17684862,0
255,0,3,7,27.33333333,335,0,0,0,18,0,0,0,0,0,0,1,1,7,0.8,0.0,0.2,2.4,0.543640018,0.35667374700000004,0
256,0,0,4,0.0,64,1,1,1,0,1,1,1,1,22,22,0,0,0,2.4,0.0,0.0,1.2,0.529708564,0.004128837,1
257,1,1,3,94.0,157,0,0,12,24,25,7,21,5,768,225,0,0,0,0.26666666699999997,0.0,0.0,0.26666666699999997,0.6301941870000001,0.231632695,0
258,0,3,3,20.33333333,58,0,0,0,0,10,1,10,1,271,62,0,0,0,2.6,0.6,0.2,1.2,0.65207243,0.024037628,1
259,1,11,7,14.36363636,145,0,0,0,0,20,2,19,2,665,35,0,0,0,1.6666666669999999,0.2,0.2,0.7333333329999999,0.460932791,0.130892351,1
260,1,1,2,14.0,176,12,11,0,0,38,6,38,6,746,127,0,0,0,0.6,0.0,0.0,0.066666667,0.05649814,0.03282259,0
261,1,1,5,13.0,202,0,0,0,1,0,0,0,0,0,0,0,0,0,0.26666666699999997,0.0,0.0,0.8666666670000001,0.508905947,0.416321784,0
262,0,0,4,0.0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.4,0.8980132340000001,0.416554689,1
263,0,7,8,26.42857143,173,1,1,9,99,394,63,394,63,10416,1879,0,0,0,3.8,0.4,0.2,1.6,0.259105772,0.235612214,0
264,0,1,3,38.0,20,0,0,0,0,12,0,12,0,300,0,0,0,0,0.6,0.0,0.0,0.4,0.7736616129999999,0.35795906200000005,0
265,1,1,5,5.0,165,3,3,4,31,43,2,43,2,1266,97,0,0,39,0.666666667,0.0,0.0,0.4,0.073285192,0.032966185,0
266,1,1,3,17.0,18,0,0,0,11,4,0,4,0,94,0,1,0,11,0.46666666700000003,0.0,0.0,0.066666667,0.6162002089999999,0.103181273,1
267,1,1,7,77.0,121,7,7,16,561,14,1,14,1,323,14,2,1,26,0.46666666700000003,0.0,0.133333333,0.933333333,0.280820072,0.274599105,0
268,1,3,8,76.66666667,33,1,1,1,3,52,4,52,4,1721,122,1,1,11,0.8666666670000001,0.066666667,0.2,1.533333333,0.079666167,0.39234331299999997,0
269,1,0,1,0.0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0.0,0.0,0.0,0.321169794,0.299339294,0
270,1,4,6,17.25,86,1,1,15,27,2,0,2,0,51,0,2,0,4,0.933333333,0.0,0.0,0.26666666699999997,0.700089455,0.048772447000000003,1
271,1,0,4,0.0,139,0,0,0,15,88,12,88,12,2993,452,2,0,0,1.066666667,0.0,0.0,0.0,0.032594442,0.38656097700000003,0
272,0,0,0,0.0,26,4,4,0,0,169,68,169,68,4082,1681,0,0,0,0.0,0.0,0.0,0.0,0.919604421,0.235612214,1
273,1,2,5,62.0,32,0,0,0,0,44,27,44,27,1719,959,1,0,41,0.8,0.066666667,0.0,0.46666666700000003,0.034493029,0.49500677,0
274,1,5,7,67.4,64,0,0,0,0,7,0,7,0,211,0,2,0,0,1.2,0.066666667,0.133333333,0.666666667,0.04952904599999999,0.010715826000000001,0
275,1,10,9,51.1,47,0,0,0,0,40,2,40,2,1106,38,0,0,23,0.8,0.0,1.2,2.666666667,0.335093409,0.038925372,1
276,1,0,1,0.0,165,6,5,37,66,5,1,5,1,180,19,0,0,0,0.066666667,0.0,0.0,0.0,0.79741323,0.24205380699999998,0
277,0,1,4,3.0,223,8,8,24,576,8,3,8,3,377,152,1,0,4,3.0,0.0,0.0,0.8,0.54191649,0.49500677,1
278,1,1,4,7.0,195,1,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.0,0.0,0.2,0.037023574,0.116856314,0
279,1,0,1,0.0,39,0,0,0,22,11,2,11,2,367,105,0,0,0,0.133333333,0.0,0.0,0.0,0.922394574,0.299339294,1
280,1,5,7,12.6,85,13,13,0,0,79,15,79,15,2204,463,0,0,0,0.7333333329999999,0.0,0.133333333,0.8666666670000001,0.043121487,0.038925372,0
281,1,2,3,159.0,22,0,0,0,0,8,1,8,1,141,22,1,0,0,0.666666667,0.066666667,0.066666667,0.46666666700000003,0.5355010029999999,0.004212090999999999,0
282,0,3,5,14.66666667,81,0,0,0,0,84,7,84,7,2617,195,1,0,0,1.6,0.0,0.4,0.8,0.831638157,0.176260933,1
283,2,0,2,0.0,124,54,53,72,23,21,6,21,6,596,161,0,0,44,0.363636364,0.0,0.045454545,0.318181818,0.144321322,0.104023919,0
284,1,3,3,9.0,153,3,3,0,0,5,0,5,0,158,0,0,0,0,0.4,0.0,0.0,0.2,0.7168799640000001,0.030622987,1
285,1,6,2,20.83333333,101,0,0,0,0,7,0,7,0,206,0,0,0,0,0.533333333,0.0,0.066666667,0.7333333329999999,0.052823990999999994,0.00684779,0
286,0,1,2,6.0,262,4,4,0,0,116,39,116,39,2782,943,0,0,0,0.8,0.6,0.0,0.2,0.865441322,0.235612214,1
287,1,1,2,11.0,123,7,7,0,0,81,6,81,6,2586,217,0,0,0,0.533333333,0.133333333,0.0,0.066666667,0.036885619,0.35773599100000003,0
288,0,1,5,15.0,451,0,0,0,45,1,0,1,0,23,0,4,0,0,3.4,0.4,0.2,1.6,0.21512556100000002,0.333853632,0
289,0,17,9,37.58823529,125,0,0,0,6,5,3,5,3,223,149,1,1,0,7.0,1.6,0.4,4.0,0.22540807699999998,0.26104551600000003,0
290,0,0,1,0.0,114,61,61,99,53,46,10,46,10,1425,285,1,0,0,0.6,0.0,0.0,0.0,0.889543176,0.22182123399999998,1
291,0,0,3,0.0,197,9,9,25,50,13,1,13,1,317,21,0,0,0,0.4,0.0,0.0,0.2,0.133746564,0.13339746,0
292,1,7,4,53.71428571,333,0,0,0,18,20,8,20,8,560,185,1,1,0,0.666666667,0.0,0.533333333,2.866666667,0.491906822,0.837295413,1
293,1,3,5,19.0,72,13,13,0,0,15,2,15,2,280,35,2,1,6,0.7333333329999999,0.0,0.133333333,0.666666667,0.042717189,0.7084052559999999,0
294,1,3,5,22.66666667,55,1,1,10,39,43,2,43,2,1518,77,0,0,34,0.533333333,0.2,0.066666667,0.666666667,0.113376856,0.3109667,0
295,0,0,3,0.0,131,0,0,0,15,8,2,8,2,377,96,1,0,0,1.4,0.0,0.0,0.2,0.74628222,0.833081484,1
296,1,1,2,12.0,69,2,2,0,0,108,16,108,16,3354,469,1,0,0,0.4,0.0,0.0,0.066666667,0.605374336,0.045541122999999996,1
297,0,2,7,14.0,41,48,46,92,46,19,4,19,4,735,149,2,1,0,1.2,0.0,0.0,0.8,0.575067818,0.268149525,0
298,0,0,4,0.0,103,0,0,6,1,18,4,18,4,522,85,1,0,11,1.4,0.0,0.2,2.2,0.66393292,0.101654157,0
299,2,3,5,25.0,151,57,57,0,0,29,4,29,4,945,127,1,0,0,0.409090909,0.045454545,0.0,0.22727272699999998,0.788869739,0.015193182,1
300,1,2,6,3.5,297,8,8,0,0,2,1,2,1,55,31,1,0,0,0.6,0.0,0.133333333,0.7333333329999999,0.067545533,0.1964681,0
301,1,5,8,16.0,83,3,3,0,0,119,20,119,20,3767,653,0,0,3,0.8,0.133333333,0.066666667,0.666666667,0.112049878,0.10708457199999999,0
302,2,0,8,0.0,105,97,93,371,125,10,2,10,2,317,69,2,0,7,1.0909090909999999,0.0,0.045454545,0.454545455,0.052290499000000004,0.02695336,0
303,2,0,2,0.0,63,73,72,0,0,30,5,30,5,854,155,0,0,0,0.090909091,0.0,0.0,0.0,0.8154568670000001,0.104023919,1
304,0,0,3,0.0,14,0,0,3,0,2,0,2,0,52,0,0,0,0,0.8,0.0,0.0,0.0,0.808101952,0.004149341,1
305,0,0,1,0.0,36,77,76,113,42,30,7,30,7,858,237,1,0,0,0.6,0.0,0.0,0.0,0.889543176,0.22182123399999998,1
306,1,1,5,43.0,162,7,7,22,92,32,3,32,3,965,140,0,0,12,0.533333333,0.0,0.0,0.26666666699999997,0.38717493399999997,0.327198386,1
307,2,1,3,4.0,102,85,83,328,105,13,1,13,1,269,14,1,0,0,0.409090909,0.0,0.0,0.045454545,0.584618509,0.00672914,1
308,0,0,3,0.0,311,0,0,0,15,24,11,24,11,739,354,0,0,0,1.2,0.0,0.0,0.2,0.707663774,0.104976915,1
309,0,7,6,16.71428571,45,5,5,0,0,127,29,127,29,2861,724,0,0,0,3.4,0.4,0.2,1.6,0.101108015,0.09893021,0
310,2,11,7,24.0,101,16,16,0,0,6,0,6,0,163,0,0,0,0,0.727272727,0.090909091,0.13636363599999998,0.9090909090000001,0.062409759,0.43648833,0
311,1,5,12,74.6,493,0,0,0,0,6,6,6,6,177,177,2,0,0,2.266666667,0.2,0.066666667,0.8,0.047729969000000004,0.006398109,0
312,0,2,7,6.5,169,2,2,6,0,26,2,26,2,793,54,1,0,3,3.4,0.4,0.2,1.0,0.38643288600000003,0.39234331299999997,0
313,0,1,2,8.0,11,0,0,0,0,11,2,11,2,255,55,0,0,0,0.6,0.0,0.2,1.6,0.148676604,0.13339746,0
314,0,0,2,0.0,396,1,1,0,0,13,8,12,7,282,174,0,0,0,1.4,0.0,0.0,0.2,0.749540985,0.24205380699999998,1
315,1,5,12,102.6,118,3,3,0,0,18,3,18,3,731,105,7,1,24,0.8666666670000001,0.0,0.2,1.8666666669999998,0.082730651,0.79335022,0
316,1,9,5,22.88888889,96,12,12,0,0,75,18,74,18,2319,532,1,1,10,0.7333333329999999,0.0,0.26666666699999997,2.0,0.6456141470000001,0.482515067,0
317,1,2,11,19.0,171,1,1,1,93,19,15,19,15,483,349,1,0,37,1.6,0.066666667,0.0,0.533333333,0.096104741,0.061091735999999994,0
318,2,2,5,46.0,116,11,11,0,0,13,0,13,0,338,0,2,1,0,0.13636363599999998,0.0,0.13636363599999998,0.590909091,0.074868292,0.004283337,0
319,1,6,6,17.5,20,9,9,120,102,14,1,14,1,578,14,1,1,0,0.6,0.066666667,0.0,1.0,0.038775891,0.23752656600000002,0
320,0,0,1,0.0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0,0.0,0.2,0.25880897,0.41421368700000005,0
321,1,3,5,44.66666667,268,0,0,0,0,8,8,8,8,235,235,0,0,7,0.8666666670000001,0.2,0.133333333,0.26666666699999997,0.671964645,0.008488109,1
322,2,11,8,26.72727273,27,1,1,6,8,2,1,2,1,64,24,1,0,0,1.045454545,0.0,0.318181818,0.8636363640000001,0.051135778,0.451285809,1
323,1,2,4,12.0,89,0,0,0,0,53,33,53,33,1441,799,0,0,0,0.533333333,0.2,0.066666667,0.133333333,0.03700614,0.182768643,0
324,2,2,5,68.0,131,0,0,0,0,5,2,5,2,225,94,0,0,0,0.22727272699999998,0.090909091,0.0,0.090909091,0.255918831,0.35773599100000003,1
325,2,2,7,26.5,189,1,1,10,0,0,0,0,0,0,0,0,0,0,0.681818182,0.045454545,0.045454545,0.409090909,0.058748155999999996,0.004128772,0
326,0,3,4,7.0,106,0,0,0,0,2,1,2,1,26,12,0,0,0,2.0,0.0,0.2,3.6,0.112057716,0.28970319,0
327,1,1,4,115.0,198,8,8,0,0,85,13,85,13,2583,417,1,0,0,0.533333333,0.0,0.0,0.26666666699999997,0.591456294,0.298160255,1
328,1,1,5,37.0,41,4,4,42,38,2,1,2,1,49,20,1,0,0,0.666666667,0.133333333,0.0,0.2,0.036672413,0.00628839,0
329,0,6,9,36.83333333,84,0,0,0,0,78,14,78,14,2180,377,0,0,0,3.0,0.4,0.4,2.8,0.09212151199999999,0.10708457199999999,0
330,1,2,7,6.0,36,0,0,0,0,7,2,7,2,171,72,0,0,0,0.4,0.066666667,0.133333333,0.8,0.231694281,0.056915425,0
331,1,1,2,53.0,178,62,61,182,30,21,3,21,3,563,76,0,0,0,0.2,0.0,0.066666667,0.2,0.822884321,0.104023919,1
332,2,0,3,0.0,88,0,0,0,0,34,6,34,6,1184,228,0,0,0,0.181818182,0.0,0.0,0.045454545,0.067369848,0.182768643,0
333,0,0,5,0.0,148,0,0,0,77,8,0,8,0,231,0,0,0,4,1.4,0.0,0.0,0.4,0.106043905,0.09839268,0
334,0,2,5,31.5,152,0,0,0,0,185,10,185,10,5280,307,0,0,0,2.6,0.0,0.2,1.4,0.6675276760000001,0.235612214,0
335,0,3,3,30.0,123,13,13,0,0,27,1,27,1,1007,30,1,1,0,2.0,0.0,0.0,1.2,0.308252037,0.02929751,0
336,2,13,8,47.30769231,189,1,1,97,10,4,0,4,0,154,0,0,0,0,1.045454545,0.090909091,0.22727272699999998,0.8636363640000001,0.053081542,0.108368911,1
337,2,10,11,56.8,49,1,1,0,0,21,6,21,6,683,206,2,1,0,1.045454545,0.13636363599999998,0.045454545,0.772727273,0.051555395,0.004136988,1
338,0,3,4,27.33333333,82,0,0,0,125,369,76,369,76,9516,1953,0,0,0,2.4,0.6,0.2,0.6,0.09112632300000001,0.235612214,0
339,1,1,3,129.0,37,1,1,0,0,0,0,0,0,0,0,1,0,0,1.2,0.066666667,0.0,0.066666667,0.042428702,0.004179088,0
340,1,0,0,0.0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.95752424,0.434862226,0
341,1,7,7,184.1428571,39,0,0,0,0,36,5,36,5,962,175,4,1,2,1.333333333,0.0,0.333333333,1.6666666669999999,0.263795137,0.006625873000000001,0
342,1,1,5,10.0,112,2,2,2,11,42,3,42,3,1410,111,0,0,39,0.46666666700000003,0.066666667,0.0,0.46666666700000003,0.324706882,0.188180447,1
343,2,0,1,0.0,74,83,83,280,65,0,0,0,0,0,0,0,0,0,0.181818182,0.0,0.0,0.0,0.81589967,0.004210397,1
344,1,4,6,13.5,112,7,7,16,565,11,5,11,5,541,211,1,1,9,0.7333333329999999,0.066666667,0.26666666699999997,1.533333333,0.100689948,0.49500677,0
345,0,2,6,25.5,120,3,3,0,0,18,5,18,5,489,163,0,0,0,2.4,0.0,0.2,2.0,0.10899099699999999,0.022201633,0
346,1,2,3,27.0,66,0,0,0,0,1,1,1,1,26,26,0,0,0,0.46666666700000003,0.066666667,0.0,0.133333333,0.67247957,0.235612214,1
347,1,0,3,0.0,66,6,6,0,0,10,3,10,3,309,113,0,0,19,0.066666667,0.0,0.0,0.0,0.8821696040000001,0.097291797,1
348,1,0,2,0.0,120,0,0,0,0,9,0,9,0,300,0,0,0,4,0.2,0.0,0.0,0.133333333,0.867366493,0.010984493,1
349,0,11,9,32.09090909,98,0,0,0,0,62,11,62,11,2038,491,0,0,0,3.4,0.2,0.0,2.4,0.466900319,0.20631085300000002,1
350,1,9,9,19.22222222,115,2,2,89,127,62,9,62,9,1755,251,3,1,0,1.6,0.0,0.066666667,1.133333333,0.03274259,0.004128316,0
351,0,1,3,10.0,163,9,9,19,391,5,2,4,2,152,59,0,0,0,0.4,0.0,0.0,0.6,0.912653565,0.409630179,1
352,0,10,8,25.6,141,0,0,0,43,8,3,8,3,358,135,2,0,0,4.8,0.4,0.2,3.2,0.146693438,0.068100616,0
353,2,2,5,16.0,100,70,69,255,86,1,0,1,0,44,0,0,0,0,1.181818182,0.045454545,0.045454545,0.272727273,0.051935225999999994,0.117334574,0
354,1,1,3,16.0,83,16,15,0,0,19,4,18,4,721,152,1,0,0,0.7333333329999999,0.066666667,0.0,0.066666667,0.44459652899999996,0.032356955,0
355,2,0,4,0.0,52,0,0,0,0,13,0,13,0,278,0,0,0,2,0.22727272699999998,0.0,0.0,0.090909091,0.416962564,0.004985122,0
356,2,1,1,7.0,65,37,36,100,48,8,4,8,4,311,153,0,0,61,0.045454545,0.0,0.0,0.13636363599999998,0.254145265,0.09872134800000001,0
357,1,2,2,10.0,130,1,1,11,2,87,6,86,6,2793,144,0,0,0,0.6,0.0,0.0,0.133333333,0.501913249,0.182768643,0
358,0,5,5,9.6,86,0,0,3,0,0,0,0,0,0,0,0,0,0,1.8,0.4,0.2,2.6,0.800307095,0.236153468,0
359,1,0,1,0.0,145,5,5,0,0,13,0,13,0,314,0,0,0,0,0.066666667,0.0,0.0,0.0,0.133121073,0.41480246200000004,0
360,1,2,3,16.0,72,38,37,51,38,15,5,15,5,328,98,0,0,0,0.46666666700000003,0.0,0.133333333,0.4,0.656070232,0.235612214,0
